entity_label,start_position,end_position,correct_prediction,candidates,matching_candidate_index
Campbell Soup Co,644,660,False,"[[""United States"", 0.867, 0.21, 1.0, -0.031], [""German language"", 0.849, 0.19, 0.697, -0.166], [""Soap (TV series)"", 0.879, 0.25, 0.221, 0.17], [""Campbell Soup Company"", 0, 0.86, 0.288, 0.336], [""Doom 3"", 0.883, 0.18, 0.27, -0.081], [""Animal"", 0, 0.18, 0.988, -0.069], [""Campbell Soup Company"", 0, 0.86, 0.0, 0.178], [""Campbell Soup Company"", 0, 0.86, 0.0, 0.178], [""The Campbell Soup Company"", 0, 0.78, 0.0, 0.178], [""Hangul"", 0, 0.18, 0.744, -0.033]]",3
Times Square,549,561,True,"[[""Times Square"", 0.819, 1.0, 0.529, 0.204], [""Times Square Ball"", 0.797, 0.83, 0.375, 0.184], [""The Cricket in Times Square"", 0.892, 0.62, 0.106, 0.222], [""One Times Square"", 0.747, 0.86, 0.074, 0.095], [""Times Square Studios"", 0.747, 0.75, 0.0, 0.25], [""Times Square\u201342nd Street/Port Authority Bus Terminal station"", 0, 0.33, 1.0, 0.107], [""V-J Day in Times Square"", 0, 0.69, 0.375, 0.184], [""2010 Times Square car bombing attempt"", 0, 0.49, 0.255, 0.07], [""Millennium Times Square New York"", 0, 0.55, 0.106, 0.109], [""2017 Times Square car attack"", 0, 0.6, 0.0, 0.109]]",0
Levi,638,642,False,"[[""Primo Levi"", 0.715, 0.57, 0.631, 0.044], [""Levi Eshkol"", 0.669, 0.53, 0.479, -0.005], [""Levi P. Morton"", 0.669, 0.44, 0.392, 0.094], [""Levi Strauss & Co."", 0, 0.36, 1.0, 0.189], [""Levi Lincoln Jr."", 0.669, 0.4, 0.244, 0.064], [""Levi Woodbury"", 0.669, 0.47, 0.13, 0.105], [""Levi Lincoln Sr."", 0.669, 0.4, 0.067, 0.137], [""Tullio Levi-Civita"", 0.695, 0.36, 0.0, 0.008], [""Zerachiah ha-Levi of Girona"", 0, 0.26, 0.519, -0.032], [""Levi-Civita symbol"", 0, 0.36, 0.296, -0.029]]",3
Microsoft,613,622,False,"[[""Microsoft Windows"", 0.905, 0.69, 1.0, 0.091], [""Microsoft"", 0.654, 1.0, 0.547, 0.123], [""Microsoft BASIC"", 0.908, 0.75, 0.05, 0.103], [""MS-DOS"", 0.905, 0.13, 0.642, 0.114], [""Xbox 360"", 0.882, 0.12, 0.666, 0.076], [""Microsoft Excel"", 0.905, 0.75, 0.017, 0.033], [""Xbox One"", 0.882, 0.12, 0.609, 0.021], [""Microsoft Mobile"", 0.654, 0.72, 0.0, 0.205], [""Microsoft mobile services"", 0, 0.53, 0.124, 0.261], [""Microsoft Research"", 0, 0.67, 0.033, 0.114]]",1
Land Rover,754,764,True,"[[""Land Rover"", 0.78, 1.0, 0.812, 0.14], [""Land Rover Discovery"", 0.742, 0.67, 0.836, 0.168], [""Land Rover Defender"", 0.742, 0.69, 0.836, 0.097], [""Land Rover series"", 0.742, 0.74, 0.48, 0.046], [""Land Rover Freelander"", 0.742, 0.65, 0.432, 0.116], [""Jaguar Land Rover"", 0, 0.74, 1.0, 0.16], [""Snatch Land Rover"", 0.777, 0.74, 0.0, 0.076], [""Land Rover Discovery Sport"", 0.742, 0.56, 0.1, 0.18], [""Jaguar Land Rover car platforms"", 0, 0.49, 0.86, 0.137], [""Land Rover 101 Forward Control"", 0, 0.5, 0.0, 0.058]]",0
Volvo,769,774,True,"[[""Volvo"", 0.654, 1.0, 0.824, 0.172], [""Volvo Cars"", 0.654, 0.67, 1.0, 0.198], [""Volvo Buses"", 0.654, 0.62, 0.919, 0.181], [""Volvo S40"", 0.925, 0.71, 0.231, 0.099], [""Volvo S60"", 0.925, 0.71, 0.142, 0.082], [""Volvo 200 Series"", 0.925, 0.48, 0.257, 0.114], [""Volvo Trucks"", 0.654, 0.59, 0.331, 0.14], [""Volvo P1800"", 0.925, 0.62, 0.039, 0.123], [""Volvo Amazon"", 0.925, 0.59, 0.0, 0.175], [""Volvo Penta"", 0.654, 0.62, 0.203, 0.115]]",0
Sprint Communications Co,616,640,False,"[[""Spirit of Communication"", 0.9, 0.81, 0.283, 0.228], [""Sprint Corporation"", 0.654, 0.67, 0.496, 0.163], [""Sprint Communications, Inc. v. Jacobs"", 0.874, 0.75, 0.089, 0.265], [""KSAZ-TV"", 0.784, 0.06, 0.54, 0.211], [""Ministry of Railways (Pakistan)"", 0, 0.33, 1.0, 0.056], [""Sprint Communications"", 0, 0.93, 0.0, 0.242], [""Entrepreneurship"", 0, 0.25, 0.742, -0.058], [""Mediumship"", 0, 0.18, 0.577, 0.033], [""Spirent"", 0, 0.32, 0.231, 0.189], [""Segra Park"", 0, 0.24, 0.142, 0.124]]",1
John Corbett,787,799,True,"[[""John Corbett"", 0.707, 1.0, 1.0, 0.266], [""James J. Corbett"", 0.783, 0.64, 0.827, -0.002], [""South Portland, Portland, Oregon"", 0.944, 0.32, 0.921, 0.038], [""John Corbett (coach)"", 0.842, 0.75, 0.356, -0.033], [""John Rooke Corbett"", 0.707, 0.8, 0.356, 0.035], [""John Corbett O'Meara"", 0.703, 0.75, 0.356, 0.069], [""John Corlett (politician)"", 0.703, 0.59, 0.356, 0.001], [""John Corbett (rugby union)"", 0.769, 0.63, 0.0, 0.071], [""John Cobbett"", 0, 0.92, 0.356, -0.135], [""John Corbet (by 1500 \u2013 1555 or later)"", 0, 0.49, 0.565, -0.142]]",0
Houston Grand Opera,551,570,False,"[[""Houston"", 0.859, 0.54, 0.753, 0.071], [""Contemporary R&B"", 0.84, 0.34, 0.879, 0.048], [""Houston Texans"", 0.623, 0.61, 0.695, 0.118], [""Republican Party (United States)"", 0.699, 0.31, 1.0, -0.116], [""Tennessee Titans"", 0.623, 0.23, 0.694, 0.066], [""Houston Grand Opera"", 0, 1.0, 0.142, 0.139], [""Drama"", 0, 0.25, 0.804, 0.177], [""Houston Grand Opera"", 0, 1.0, 0.0, 0.229], [""Houston Grand Opera"", 0, 1.0, 0.0, 0.229], [""Singing"", 0, 0.15, 0.865, -0.026]]",5
CBS,733,736,True,"[[""CBS"", 0.747, 1.0, 0.904, 0.172], [""Columbia Records"", 0.719, 0.11, 1.0, -0.035], [""CBS Sports Radio"", 0.747, 0.32, 0.326, 0.254], [""CBS Radio"", 0.654, 0.5, 0.272, 0.153], [""CBS Productions"", 0.654, 0.33, 0.209, 0.276], [""CBS News Radio"", 0.747, 0.35, 0.061, 0.16], [""Sony Music Latin"", 0.719, 0.11, 0.421, 0.022], [""CBS News"", 0, 0.55, 0.115, 0.178], [""CBS Sports"", 0, 0.46, 0.0, 0.188], [""List of CBS television affiliates (by U.S. state)"", 0, 0.12, 0.078, 0.237]]",0
Brooklyn,602,610,True,"[[""Brooklyn"", 0.834, 1.0, 1.0, 0.197], [""Brooklyn Nets"", 0.854, 0.76, 0.332, 0.016], [""Brooklyn Knights"", 0.914, 0.67, 0.127, 0.06], [""Brooklyn Italians"", 0.914, 0.64, 0.0, 0.147], [""Los Angeles Dodgers"", 0.871, 0.15, 0.537, 0.028], [""Williamsburg, Brooklyn"", 0.834, 0.53, 0.015, 0.018], [""Brooklyn Dodgers"", 0, 0.67, 0.388, 0.197], [""Brooklyn College"", 0, 0.67, 0.398, 0.036], [""Brooklyn Dodgers (NFL)"", 0, 0.53, 0.293, 0.044], [""Brooklyn Law School"", 0, 0.59, 0.179, 0.07]]",0
Slobodan Milosevic,319,337,True,"[[""Slobodan Milo\u0161evi\u0107"", 0.731, 0.89, 0.955, 0.699], [""Overthrow of Slobodan Milo\u0161evi\u0107"", 0, 0.65, 0.782, 0.559], [""Death of Slobodan Milo\u0161evi\u0107"", 0, 0.71, 0.402, 0.428], [""Trial of Slobodan Milo\u0161evi\u0107"", 0, 0.71, 0.346, 0.477], [""Yugoslav colonization of Kosovo"", 0, 0.37, 1.0, 0.155], [""Milosevic on Trial"", 0, 0.5, 0.486, 0.423], [""Slobodan Milosevic"", 0, 1.0, 0.0, 0.155], [""Slobodan Milosevic"", 0, 1.0, 0.0, 0.155], [""Slobodan Milosevi\u0107"", 0, 0.94, 0.0, 0.155], [""Slobodan Milosevi\u0107"", 0, 0.94, 0.0, 0.155]]",0
